"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"1/12/2016","Jpmorgan Chase Des","JPMorgan Chase DES:Ext Trnsfr ID:XXXXX76243 INDN:NAVIGATOR LABS, LLC...","5000.00","credit","Transfer","Regular Checking","",""
"1/11/2016","Nyc Taxi","NYC-TAXI","7.56","debit","Rental Car & Taxi","Sapphire","",""
"1/11/2016","Sweetgreen Tri","SWEETGREEN TRI","8.00","debit","Restaurants","Sapphire","",""
"1/11/2016","Federal Express","FEDEXOFFICE   00002311","13.46","debit","Shipping","Sapphire","",""
"1/11/2016","Zucker","ZUCKER'S BAGELS","23.79","debit","Restaurants","Sapphire","",""
"1/11/2016","Amazon","AMAZON MKTPLACE PMTS","16.55","debit","Shopping","Sapphire","",""
"1/10/2016","Burger & Barrell LLC","BURGER AND BARREL","74.11","debit","Fast Food","Sapphire","",""
"1/10/2016","Gotan Tribeca Llc","GOTAN TRIBECA LLC","15.79","debit","Restaurants","Sapphire","",""
"1/10/2016","Benvenuto Tribeca Cafe","BENVENUTO TRIBECA CAFE","19.05","debit","Restaurants","Sapphire","",""
"1/10/2016","Keyme","KEYME INC 888-380-0394","9.46","debit","Home Improvement","Sapphire","",""
"1/10/2016","Hudson Farms","HUDSON FARM","7.49","debit","Groceries","Sapphire","",""
"1/10/2016","Amish Market","AMISH MARKET OF TR","15.36","debit","Groceries","Sapphire","",""
"1/10/2016","Gotan Tribeca Llc","GOTAN TRIBECA LLC","20.69","debit","Restaurants","Sapphire","",""
"1/10/2016","Whole Foods","WHOLEFDS TRB 10245","17.26","debit","Groceries","Sapphire","",""
"1/09/2016","The Mill","SEAMLSS*THEMILL SEAMNEW YORK45GSBN8     8002561020 320160090467272611","14.40","debit","Shopping","Starwood Preferred Guest","",""
"1/08/2016","Seamlss Sandwichhous Jfhtxpy","SEAMLSS*SANDWICHHOUSNEW YORKJFHTXPY     8002561020 320160080450697592","21.29","debit","Restaurants","Starwood Preferred Guest","",""
"1/08/2016","Global Kitchen","GLOBAL KITCHEN","20.36","debit","Restaurants","Sapphire","",""
"1/08/2016","App Wework Market","APP*WEWORK MARKET","6.80","debit","Groceries","Sapphire","",""
"1/08/2016","PayPal","PAYPAL DES:TRANSFER ID:4RF229BZPJTD4 INDN:CORBIN PAGE CO ID:PAYPALSD22 WEB","1825.00","debit","Mortgage & Rent","Regular Checking","",""
"1/07/2016","Seamlss Justsaladbro Jv","SEAMLSS*JUSTSALADBRONEW YORKJV42QNT     8002561020 320160070433279416","20.62","debit","Restaurants","Starwood Preferred Guest","",""
"1/07/2016","Fulton Street Pub","FULTON STREET SOUP","11.67","debit","Restaurants","Quicksilver","",""
"1/07/2016","Google Storage","GOOGLE *Google Storage","1.99","debit","Internet","Freedom","",""
"1/06/2016","Empire Bc Des","Empire BC DES:RA-1261022 ID:XXXXX0668584967 INDN:CORBIN PAGE CO...","222.04","debit","Health Insurance","Regular Checking","",""
"1/06/2016","Requested Transfer Corbin","Requested transfer from CORBIN T PAGE Ally Bank Transfer","135747.49","credit","Transfer","Money Market","",""
"1/05/2016","Global Kitchen","GLOBAL KITCHEN","26.84","debit","Restaurants","Quicksilver","",""
"1/05/2016","Wework July Dec","WeWork July-Dec\n$100 Membership fee\n$25 New keycard\n$9.60 for \ud83d\udda8","134.60","credit","Income","Venmo","",""
"1/05/2016","Ally Bank Des","ALLY BANK DES:$TRANSFER ID:XXXXX9133 INDN:CORBIN T PAGE CO ID:XXXXX27921 WEB","135747.49","debit","Transfer","Regular Checking","",""
"1/04/2016","Global Kitchen","52 GLOBAL KITCHEN INC","23.35","debit","Restaurants","Quicksilver","",""
"1/04/2016","King Street","KING STREET GRILLE KIAWAH","31.25","debit","Alcohol & Bars","Sapphire","",""
"1/04/2016","Chase Des Autopay","CHASE DES:AUTOPAY ID:XXXXXXXXXX35204 INDN:PAGE CORBIN T CO ID:XXXXX39224 PPD","1763.84","debit","Financial","Regular Checking","",""
"1/03/2016","Nyc Taxi M","NYC TAXI 4M83","11.16","debit","Rental Car & Taxi","Quicksilver","",""
"1/03/2016","Ud C Udfc","The \ud83c\udfc8","6.00","credit","Income","Venmo","",""
"1/03/2016","Market Blvd","MARKET ON THE BLVD","38.08","debit","Groceries","Quicksilver","",""
"1/02/2016","Chick-Fil-A","CHICK-FIL-A #02795","7.89","debit","Fast Food","Quicksilver","",""
"1/02/2016","Exxon","EXXONMOBIL 42271791","4.57","debit","Gas & Fuel","Quicksilver","",""
"1/02/2016","Starbucks","STARBUCKS #19348 LUMBERTO","3.91","debit","Coffee Shops","Quicksilver","",""
"1/02/2016","Shell","SHELL OIL 57544400401","1.01","debit","Gas & Fuel","Quicksilver","",""
"1/02/2016","Qdoba Mexican Grill","QDOBA #0515","10.39","debit","Fast Food","Quicksilver","",""
"1/01/2016","Transfer from Regular Checking","AUTOMATIC PAYMENT - THANK","1763.84","credit","Credit Card Payment","Sapphire","",""
"1/01/2016","King Street","KING STREET GRILLE KIAWAH","39.50","debit","Alcohol & Bars","Sapphire","",""
"1/01/2016","Curt Xmas Brewskies","Curt xmas brewskies","20.00","credit","Income","Venmo","",""
"1/01/2016","Kiawah Islnd Glf","KIAWAH ISLND GLF RSRT #2","104.41","debit","Restaurants","Quicksilver","",""
"1/01/2016","Kiawah Islnd Glf","KIAWAH ISLND GLF RSRT #2","92.45","debit","Restaurants","Quicksilver","",""
"1/01/2016","Bi-Lo","BI-LO GROCERY #5743","11.41","debit","Groceries","Quicksilver","",""
